"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
31,"Yes","Travel_Rarely",NA,"Sales",6,4,"Life Sciences",NA,1057,2,"Male",76,1,2,"Sales Executive",3,"Married",20891.1760525746,20739,4,"Y","Yes",18,3,1,80,0,12,NA,2,35,7,7,7
26,"No","Travel_Rarely",841,"Research & Development",6,3,"Other",1,164,3,"Female",46,2,2,"Research Scientist",3,"Married",1244.20058031336,23300,1,"Y","No",19,NA,NA,80,0,5,3,2,5,4,4,3
58,"Yes","Travel_Rarely",NA,"Research & Development",23,4,"Medical",1,165,2,"Female",94,4,2,"Healthcare Representative",4,"Married",4117.37913608096,24666,1,"Y","No",13,3,4,80,1,40,3,2,40,10,15,14
19,NA,"Travel_Rarely",528,"Sales",22,NA,"Marketing",1,167,4,"Male",50,3,5,NA,3,"Single",36.9269738137342,NA,1,"Y","Yes",19,3,4,80,0,0,2,2,0,NA,0,NA
22,"No","Travel_Rarely",594,"Research & Development",2,1,"Technical Degree",1,169,3,"Male",57,3,4,"Laboratory Technician",4,"Married",1333.948585017,NA,0,"Y","No",14,3,3,80,1,3,2,3,2,17,2,1
49,"No",NA,470,"Research & Development",29,4,"Medical",1,170,1,"Female",98,2,3,"Manufacturing Director",4,"Married",12387.1120278665,5549,1,"Y","No",14,3,3,80,0,16,2,2,15,11,5,11
43,"No","Travel_Frequently",957,"Research & Development",28,3,"Medical",1,171,2,"Female",72,4,1,"Research Scientist",3,NA,22721.3488900428,16090,4,"Y","No",12,3,4,80,0,18,2,3,3,2,1,2
50,"No","Travel_Frequently",809,"Sales",12,3,"Marketing",1,174,3,"Female",77,3,3,"Sales Executive",4,"Single",70799,6645,4,"Y","No",11,4,4,NA,0,NA,3,3,2,2,2,1
31,"Yes","Travel_Rarely",542,"Sales",7,3,NA,87,175,2,"Female",71,1,1,"Sales Executive",3,"Married",1882.90568058875,24788,3,"Y","Yes",11,3,3,80,1,4,2,3,2,2,2,2
41,"No",NA,NA,"Sales",9,1,"Life Sciences",1,176,3,"Male",96,3,3,"Sales Executive",3,"Divorced",26899.3031748437,21196,3,"Y","Yes",13,3,3,80,1,20,2,3,9,7,1,NA
26,"No","Travel_Rarely",1355,"Human Resources",25,1,"Life Sciences",1,177,3,"Female",61,3,1,"Human Resources",3,"Married",8446.30543914097,NA,1,"Y","No",16,4,4,80,1,8,3,3,45,7,5,7
36,"No","Travel_Rarely",216,"Research & Development",3,2,"Medical",1,178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",2947.81804723302,2819,6,"Y","No",20,3,4,80,2,7,0,3,3,6,0,NA
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,179,1,"Male",53,1,4,"Manufacturing Director",4,"Single",1138.80561643734,NA,2,"Y",NA,15,3,2,60,0,18,2,3,4,2,0,13
39,"No","Travel_Rarely",1329,"Sales",4,4,"Life Sciences",1,182,4,"Female",47,2,5,"Sales Executive",3,"Married",42733.3837781186,14590,4,"Y","No",14,3,3,80,1,17,1,4,88,11,5,9
25,"No","Travel_Rarely",605,"Sales",28,3,"Life Sciences",1,183,1,"Male",41,1,NA,"Sales Executive",2,"Married",14793.9109308629,24835,2,"Y","No",18,3,4,36,0,6,3,3,2,12,2,2
30,"No","Travel_Rarely",1240,"Human Resources",9,3,"Human Resources",1,184,3,"Male",48,3,2,"Human Resources",4,"Married",78393,NA,0,"Y","Yes",19,3,4,80,0,12,2,1,11,9,4,7
32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",1,190,1,"Female",41,NA,1,"Laboratory Technician",1,"Single",73318,10224,7,"Y","No",22,3,1,80,0,10,2,4,5,NA,0,4
32,"No","Travel_Rarely",1316,"Research & Development",29,3,"Medical",39,192,3,"Male",83,3,1,"Research Scientist",NA,"Single",5401.84911712057,9752,5,"Y","No",13,4,2,NA,0,9,2,2,6,NA,0,3
38,"No","Travel_Rarely",364,"Research & Development",3,5,"Technical Degree",1,193,4,"Female",32,3,2,"Research Scientist",3,"Single",7267.99958658243,2302,3,"Y","Yes",20,4,2,80,0,19,2,3,3,2,5,2
30,"No","Travel_Rarely",438,"Research & Development",8,3,"Life Sciences",1,194,1,"Female",75,3,1,"Research Scientist",3,"Single",22074,23910,1,"Y",NA,14,3,3,8,0,5,4,2,5,4,0,4
32,"No",NA,175,"Sales",9,2,"Medical",1,195,4,"Male",35,1,2,"Sales Executive",NA,"Divorced",34801.1352984202,22812,0,"Y","No",17,3,4,80,3,6,2,4,46,7,0,7
30,"No",NA,201,"Research & Development",11,3,"Technical Degree",1,197,4,"Female",84,3,1,"Research Scientist",1,"Divorced",NA,10415,NA,"Y","No",14,3,4,80,NA,8,3,3,3,2,2,2
30,"No","Travel_Rarely",1427,"Research & Development",2,1,"Medical",1,198,2,"Male",37,3,1,"Laboratory Technician",4,"Single",4068.88338463032,11162,6,"Y","No",13,3,4,80,NA,13,4,3,5,3,1,2
41,"No","Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",1,761,4,"Male",91,3,4,"Manager",1,NA,10569.8179122589,4388,9,"Y","No",NA,3,2,80,1,21,2,2,93,6,7,7
41,"No","Travel_Rarely",933,"Research & Development",9,4,"Life Sciences",1,200,3,"Male",94,3,1,NA,1,NA,5604.50507919222,6961,2,"Y","No",21,4,4,80,1,7,2,3,5,0,1,4
19,"No","Travel_Rarely",1181,"Research & Development",3,1,"Medical",1,201,2,"Female",79,3,1,"Laboratory Technician",2,"Single",3121.030198216,16102,1,"Y","No",14,3,4,27,0,12,1,3,1,0,0,0
40,"No","Travel_Frequently",NA,"Research & Development",26,3,"Medical",1,202,2,"Female",54,3,5,"Research Scientist",2,"Divorced",18752.397098584,9480,1,"Y","No",11,3,1,80,NA,20,2,3,20,18,2,13
35,"No","Travel_Rarely",662,"Sales",NA,5,"Marketing",1,204,3,"Male",94,3,3,"Sales Executive",2,"Married",4608.3426321176,6154,1,"Y","No",13,NA,1,80,2,5,3,3,10,8,0,6
53,"No","Travel_Rarely",1436,"Sales",6,2,"Marketing",1,205,1,"Male",44,4,2,"Sales Representative",3,"Married",705.605100341366,16047,2,"Y","Yes",20,4,4,80,1,13,3,1,59,7,4,NA
45,"No","Travel_Rarely",194,"Research & Development",9,3,"Life Sciences",1,206,2,"Male",60,3,2,"Laboratory Technician",2,"Divorced",8981,10901,8,"Y","No",18,3,3,80,0,20,4,1,17,9,0,15
32,"No","Travel_Frequently",967,NA,8,3,"Marketing",1,207,2,"Female",43,3,3,"Sales Executive",4,"Single",3982.30880461118,8760,1,"Y","No",14,3,4,80,0,9,2,3,NA,15,NA,7
29,"No","Non-Travel",1496,"Research & Development",NA,1,"Technical Degree",1,208,4,"Male",47,3,2,NA,3,"Married",2964.27582324357,26283,NA,"Y","No",13,3,1,44,1,10,1,3,10,7,0,9
51,"No","Travel_Rarely",1169,"Research & Development",7,2,"Medical",1,211,2,"Male",34,2,2,"Manufacturing Director",3,"Married",85891,13983,2,"Y","No",17,3,3,80,0,10,2,3,1,0,0,0
NA,"No","Travel_Rarely",1145,"Research & Development",15,3,"Medical",1,214,2,"Female",75,2,1,"Research Scientist",2,"Married",3393.04285585966,11873,4,"Y","Yes",13,4,2,80,0,9,3,2,1,0,0,0
40,NA,NA,630,"Sales",4,4,"Marketing",1,215,3,"Male",67,2,3,"Sales Executive",4,"Married",13236.3875000432,8552,7,"Y","No",11,3,1,80,1,15,1,2,NA,11,2,11
34,"No","Travel_Frequently",303,"Sales",2,4,"Marketing",1,NA,3,NA,75,3,NA,"Sales Representative",3,"Married",7099.05470341218,11314,6,"Y","No",18,3,4,80,1,6,3,3,4,3,1,2
22,"No","Travel_Rarely",1256,"Research & Development",19,1,"Medical",1,217,3,"Male",80,3,1,"Research Scientist",4,"Married",7538.46417222663,11992,1,"Y","No",24,4,1,80,2,2,6,3,2,2,10,2
27,"No","Non-Travel",691,"Research & Development",9,3,"Medical",NA,218,1,"Male",57,3,1,"Research Scientist",2,"Divorced",2278.81545435751,5970,6,"Y","No",18,3,4,80,1,6,1,1,87,5,9,2
28,"No","Travel_Rarely",440,"Research & Development",NA,3,"Medical",20,221,3,"Male",NA,3,1,"Research Scientist",4,"Married",491.203840702359,6672,1,"Y","No",12,3,3,80,1,5,2,1,5,2,0,2
57,NA,"Travel_Rarely",334,"Research & Development",24,2,"Life Sciences",1,223,3,"Male",83,4,3,"Healthcare Representative",4,"Divorced",4465.84674184172,23402,3,"Y","Yes",NA,4,2,80,1,12,2,1,5,3,1,4
27,"No","Non-Travel",1450,"Research & Development",3,3,"Medical",1,1615,3,"Male",79,2,1,"Research Scientist",3,"Divorced",2349.5838951192,25326,1,"Y","Yes",15,3,4,80,1,NA,2,2,1,4,0,1
50,"No","Travel_Rarely",NA,"Research & Development",11,3,"Life Sciences",1,226,3,"Female",53,3,5,"Manager",2,"Single",41575.1003865286,17053,3,"Y",NA,15,3,2,80,3,21,5,3,5,4,4,4
41,"No","Travel_Rarely",465,"Research & Development",14,3,"Life Sciences",1,227,1,"Male",56,3,1,"Research Scientist",3,"Divorced",4572.42763953339,4609,4,"Y","No",12,NA,1,27,1,13,2,3,9,8,1,8
30,"No","Travel_Rarely",1339,"Sales",5,NA,"Life Sciences",1,228,2,"Female",41,3,3,"Sales Executive",4,"Married",14541.0884101631,8053,2,"Y","No",12,3,3,80,1,NA,2,3,10,9,7,4
54,"No",NA,702,"Sales",1,4,"Life Sciences",1,230,1,"Female",59,2,2,"Sales Executive",4,"Single",27651.602585258,12930,4,"Y","No",22,4,3,80,0,12,2,4,8,3,0,7
32,"No","Travel_Rarely",120,"Research & Development",6,5,"Life Sciences",1,231,3,"Male",43,3,1,"Research Scientist",1,"Single",7394.90947024713,12430,3,"Y","No",NA,4,1,80,0,8,2,3,5,4,1,4
27,NA,"Travel_Rarely",1157,"Research & Development",17,3,"Technical Degree",1,233,3,"Male",51,3,NA,"Research Scientist",2,"Married",18456.9433536859,NA,0,"Y","Yes",25,3,4,80,NA,6,1,NA,5,2,1,1
19,"Yes","Travel_Frequently",602,"Sales",NA,NA,"Technical Degree",1,235,3,"Female",100,1,1,"Sales Representative",1,"Single",7671.2940745162,20989,0,"Y","No",NA,4,1,80,0,1,5,3,0,0,0,0
36,"No","Travel_Frequently",1480,"Research & Development",3,2,"Medical",1,238,4,"Male",30,NA,1,"Laboratory Technician",2,"Single",681.926515561029,15062,3,"Y","No",12,NA,3,80,0,NA,3,2,40,7,7,2
30,NA,"Non-Travel",111,"Research & Development",9,3,"Medical",1,239,3,"Male",66,NA,2,"Laboratory Technician",1,"Divorced",273.452747919262,11012,1,"Y","No",11,3,3,80,2,12,4,3,12,9,6,10
45,"No","Travel_Rarely",1079,"Sales",4,2,"Life Sciences",1,240,3,"Female",30,NA,2,"Sales Executive",1,"Divorced",4019.62617942552,16489,4,NA,"Yes",24,3,1,80,1,9,3,4,5,4,0,3
56,"No","Travel_Rarely",713,"Research & Development",8,3,"Life Sciences",NA,241,3,"Female",67,3,1,"Research Scientist",1,"Divorced",22352,13939,4,"Y","Yes",18,4,3,80,1,19,3,3,2,2,7,2
33,"No","Travel_Rarely",676,"Research & Development",2,3,"Life Sciences",1,242,3,"Male",90,3,1,"Research Scientist",4,"Single",3863.66045380561,10515,0,"Y","No",14,3,1,46,0,4,2,4,3,1,0,2
19,"Yes","Travel_Rarely",303,"Research & Development",2,3,"Life Sciences",1,243,2,"Male",47,3,1,"Laboratory Technician",4,"Single",514.594372263059,9241,8,NA,"No",22,4,3,80,0,29,3,2,1,0,1,0
46,"No","Travel_Rarely",194,"Sales",1,2,"Marketing",1,244,2,"Female",92,4,3,"Sales Executive",2,"Divorced",30814.3406392696,2137,1,"Y","No",25,4,3,80,3,24,2,3,24,13,2,7
38,"No","Travel_Rarely",1380,"Research & Development",9,2,"Life Sciences",1,245,3,"Female",75,3,1,"Laboratory Technician",4,"Single",1370.58127189152,6319,1,"Y","No",12,3,3,80,0,2,3,3,2,2,2,1
31,"No","Travel_Rarely",140,"Research & Development",12,1,"Medical",1,246,3,"Female",95,3,1,"Research Scientist",4,"Married",14820.5142239029,6984,NA,"Y","Yes",23,4,3,80,2,7,0,3,4,2,NA,2
34,NA,"Travel_Rarely",629,"Research & Development",27,2,"Medical",1,247,4,"Female",95,1,NA,"Research Scientist",3,"Single",2211.29545808781,5711,2,"Y","No",NA,3,4,80,2,9,3,3,NA,2,1,2
41,"Yes","Travel_Rarely",1356,"Sales",20,2,"Marketing",1,248,2,"Female",70,3,1,"Sales Representative",2,"Single",49.1960719741204,8441,NA,NA,"Yes",22,4,1,80,0,4,5,2,4,3,0,2
50,"No","Travel_Rarely",328,"Research & Development",1,3,"Medical",1,249,3,"Male",86,2,1,"Laboratory Technician",3,"Married",978.513150657955,3425,2,"Y","No",15,3,4,80,1,5,4,2,18,2,0,0
50,NA,"Travel_Rarely",1084,"Research & Development",13,2,"Medical",1,250,3,"Female",57,NA,2,"Manufacturing Director",1,"Divorced",720.504796962191,26250,1,"Y","No",11,3,3,71,2,5,3,3,4,2,NA,3
33,"No","Travel_Rarely",931,"Research & Development",1,3,"Medical",1,252,4,"Female",72,3,1,"Research Scientist",2,NA,186.130660210833,NA,1,"Y","No",13,3,4,80,1,8,5,3,82,13,1,6
40,"No","Travel_Rarely",989,"Research & Development",4,1,"Medical",1,253,4,NA,46,3,4,"Manager",3,"Married",35738.949211036,NA,1,"Y","No",14,3,2,80,2,21,NA,4,20,8,9,9
55,"No","Travel_Rarely",692,"Research & Development",14,4,"Medical",1,254,3,"Male",61,4,5,"Research Director",2,"Single",5998.08590020789,13339,8,"Y","No",11,3,1,80,0,36,3,3,24,15,2,15
34,"No","Travel_Frequently",1069,"Research & Development",2,1,"Life Sciences",1,256,4,"Male",45,2,2,"Manufacturing Director",3,"Married",26120.4799075913,10598,1,"Y","No",17,3,3,80,0,10,2,2,10,9,1,9
51,"No","Travel_Rarely",313,"Research & Development",3,3,NA,25,258,4,"Female",98,3,4,"Healthcare Representative",2,"Single",NA,7192,3,"Y","No",19,3,3,80,0,21,6,3,85,NA,1,0
52,"No","Travel_Rarely",699,"Research & Development",1,4,"Life Sciences",1,259,3,"Male",65,2,5,"Manager",3,"Married",985.785770504485,5678,0,"Y","No",14,3,4,80,1,37,5,NA,33,18,11,9
27,"No","Travel_Rarely",894,"Research & Development",9,3,"Medical",1,260,4,"Female",99,2,NA,"Research Scientist",2,"Single",5874.88845527959,11781,1,"Y","No",12,3,NA,47,0,7,2,2,7,7,0,3
34,"Yes","Travel_Rarely",561,"Research & Development",23,2,"Life Sciences",1,261,2,"Male",49,2,2,"Manufacturing Director",3,"Married",72836,15497,3,"Y",NA,13,3,1,80,0,8,1,3,86,0,2,1
43,"No","Non-Travel",1344,"Research & Development",7,3,"Medical",1,1394,4,"Male",37,4,1,"Research Scientist",4,"Divorced",2867.32514412711,5228,4,"Y","No",14,4,4,3,3,7,2,4,5,4,2,2
45,"No","Non-Travel",1001,"Research & Development",NA,2,"Medical",1,264,1,"Male",65,3,3,"Manager",4,"Married",10322.4325690591,20462,9,"Y","No",23,4,4,80,1,22,1,3,20,8,11,8
37,"No","Travel_Rarely",290,"Research & Development",1,4,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",251.97810957874,22977,1,"Y","Yes",18,3,1,80,1,8,3,2,8,7,1,7
35,"No","Travel_Frequently",659,"Research & Development",2,3,"Medical",1,269,2,"Female",37,3,2,"Laboratory Technician",2,"Single",3068.62638618463,15986,5,"Y","No",11,3,4,80,0,10,5,3,6,2,1,2
42,"No","Non-Travel",926,"Research & Development",21,2,"Medical",1,270,3,"Female",74,3,2,"Manufacturing Director",3,"Divorced",5768.37720513778,16439,0,"Y","No",16,3,2,80,1,11,5,3,5,16,0,2
38,NA,"Travel_Rarely",1261,"Research & Development",2,4,"Life Sciences",1,271,4,"Male",NA,3,2,"Manufacturing Director",3,"Married",115.549985760979,7259,9,"Y","No",14,3,3,80,0,14,3,3,1,10,0,0
38,"No","Travel_Rarely",1084,"Research & Development",3,3,"Technical Degree",1,273,4,"Male",54,3,2,"Manufacturing Director",4,"Married",8020.31274426434,4185,NA,"Y","No",18,3,NA,80,1,9,3,1,7,12,1,7
27,"No","Travel_Frequently",736,"Research & Development",NA,1,"Technical Degree",1,274,3,"Male",60,2,2,"Manufacturing Director",1,"Married",14411.1111989571,25221,5,"Y","No",19,NA,3,80,1,6,1,3,2,2,2,0
49,"No","Non-Travel",1002,"Research & Development",18,4,"Life Sciences",6,275,4,"Male",92,3,2,"Manufacturing Director",4,"Divorced",2507.579741529,23793,1,"Y","Yes",15,3,1,46,2,7,0,3,20,7,1,7
34,"No","Travel_Frequently",878,"Research & Development",10,4,"Medical",94,277,4,"Male",88,4,1,"Research Scientist",3,"Divorced",14959.4084300506,5972,1,"Y","Yes",19,3,4,80,1,5,4,4,5,3,11,0
22,"No","Travel_Rarely",544,"Research & Development",19,2,"Medical",1,281,3,"Male",99,3,2,"Laboratory Technician",4,NA,422.279166363702,16523,8,"Y","Yes",15,3,2,80,1,15,2,4,110,2,0,17
38,"Yes","Travel_Rarely",1180,"Research & Development",29,5,"Medical",1,282,2,"Male",70,3,2,"Healthcare Representative",NA,"Married",17471.2404123282,11354,7,NA,"Yes",19,3,2,80,0,17,2,3,1,0,0,0
29,"Yes","Travel_Rarely",121,"Sales",27,3,"Marketing",1,283,2,"Female",35,3,3,"Sales Executive",4,"Married",21021.8874022591,24525,1,"Y","No",22,4,4,6,3,10,3,2,10,4,1,9
22,"No","Travel_Rarely",1136,"Research & Development",5,3,"Life Sciences",1,339,4,"Male",60,NA,1,"Research Scientist",2,"Divorced",1040.90392680162,12392,1,"Y","Yes",16,3,1,80,1,4,2,2,4,2,2,2
36,NA,"Travel_Frequently",635,"Research & Development",18,1,"Medical",1,286,2,"Female",73,3,1,"Laboratory Technician",4,"Single",10225.7732186485,7703,8,NA,NA,13,3,1,80,0,8,2,3,8,1,1,7
40,"No","Non-Travel",1151,"Research & Development",9,5,"Life Sciences",1,1239,4,"Male",63,2,4,"Healthcare Representative",4,"Married",3941.36859285926,15144,9,"Y","No",14,3,4,80,1,5,5,1,3,2,0,2
46,"No","Travel_Rarely",644,"Research & Development",1,4,"Medical",1,288,4,"Male",97,NA,3,"Healthcare Representative",1,"Divorced",2146.29808439172,3141,7,"Y","No",NA,3,3,59,1,17,3,NA,4,2,0,3
32,"Yes","Travel_Rarely",1045,"Sales",4,4,NA,1,291,4,"Male",32,1,3,"Sales Executive",4,NA,13974.3001936661,25812,1,"Y","No",11,3,3,80,0,14,2,2,14,8,9,8
30,"No","Non-Travel",1313,"Research & Development",1,1,"Life Sciences",1,292,4,"Male",88,2,3,"Manufacturing Director",3,"Single",72304.1585574859,20925,1,"Y","No",22,4,3,80,0,12,2,3,44,8,5,8
27,"No","Travel_Frequently",1242,"Sales",20,1,"Life Sciences",1,293,4,"Female",90,3,2,"Sales Executive",3,"Single",34367.4609190326,12916,1,"Y","No",14,3,4,80,0,7,2,3,7,7,0,7
51,"No","Travel_Rarely",1469,"Research & Development",8,4,"Life Sciences",1,296,2,"Male",81,2,3,"Research Director",2,"Married",NA,15736,5,"Y","No",16,3,4,80,2,16,5,1,10,9,4,7
30,"Yes","Travel_Rarely",NA,"Research & Development",3,3,"Technical Degree",1,297,4,"Female",88,3,1,"Research Scientist",1,"Single",3428.93058632742,8556,5,"Y","Yes",11,3,3,80,0,8,5,3,5,2,0,4
41,"No","Travel_Rarely",896,"Sales",6,3,"Life Sciences",1,298,4,"Female",75,3,3,"Manager",NA,"Single",2499.04148847306,14674,3,"Y","Yes",18,3,3,80,0,16,3,3,1,0,0,0
30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",1,299,3,"Female",52,2,2,"Sales Executive",1,"Single",6223.34569131889,22967,5,"Y","No",15,3,3,80,0,9,5,2,6,3,0,1
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",1,300,3,"Male",85,3,1,"Research Scientist",3,"Single",2285.57062909832,19757,0,"Y","No",14,3,2,80,0,7,1,2,6,2,2,3
21,"No","Non-Travel",1052,"Sales",6,3,"Medical",1,302,4,"Female",57,2,3,"Sales Executive",4,"Single",5036.33235916938,19135,6,"Y","No",12,3,4,80,0,23,6,3,19,7,12,17
54,"No","Travel_Rarely",1147,"Sales",7,3,"Marketing",1,303,3,"Female",52,3,2,"Sales Executive",1,"Married",5898.51928479056,22594,2,"Y","No",14,3,4,80,1,16,4,3,6,2,0,5
20,"No","Travel_Rarely",1396,"Research & Development",5,2,"Life Sciences",1,304,4,"Male",62,3,2,"Laboratory Technician",2,"Single",22398.9172087206,9945,8,"Y","No",16,3,4,80,0,16,3,4,13,11,3,7
33,"No","Travel_Rarely",147,"Research & Development",4,1,"Medical",1,305,3,"Female",47,NA,1,"Research Scientist",2,"Married",2727.23066423883,13248,6,"Y","No",24,4,4,80,0,7,6,3,3,2,1,7
37,"No","Travel_Frequently",663,"Research & Development",11,3,"Other",84,306,2,"Male",47,3,3,"Research Director",4,"Divorced",32493.7254589147,10056,1,"Y",NA,14,3,3,80,3,10,1,3,31,8,0,7
38,"No","Travel_Rarely",119,"Sales",6,3,"Life Sciences",1,307,1,"Male",76,3,3,"Sales Executive",3,"Divorced",6076.28705617899,9647,0,"Y","No",12,3,1,80,NA,17,6,1,16,10,5,13
31,"No","Non-Travel",979,"Research & Development",1,4,"Medical",NA,308,3,"Male",90,2,2,"Manufacturing Director",3,"Married",72327,4381,0,"Y",NA,12,NA,4,80,1,6,2,3,5,4,1,4
59,"No","Travel_Rarely",142,"Research & Development",3,3,"Life Sciences",1,309,3,"Male",NA,3,1,NA,4,"Married",320.422912329713,8456,3,"Y","No",17,3,1,80,1,7,6,NA,1,0,0,0
37,"No","Travel_Frequently",319,"Sales",4,4,"Marketing",82,NA,1,"Male",NA,3,1,"Sales Representative",4,NA,3690.49437653463,NA,4,"Y","No",17,3,3,80,1,13,2,NA,9,8,5,8
29,NA,"Travel_Frequently",1413,"Sales",1,1,"Medical",1,312,2,"Female",NA,2,3,NA,4,"Married",18529.4690161129,19203,1,"Y","No",14,3,NA,80,1,11,NA,3,11,10,4,1
NA,"No","Travel_Frequently",944,"Sales",16,3,"Marketing",1,314,3,"Female",92,3,3,"Sales Executive",3,"Single",NA,20480,1,"Y","No",14,3,1,80,0,NA,3,4,10,13,0,8
29,"Yes","Travel_Rarely",896,"Research & Development",NA,1,"Medical",3,315,3,"Male",55,2,1,"Research Scientist",4,"Single",791.943626607054,14961,1,"Y","Yes",13,3,3,80,0,4,3,2,93,3,0,1
52,"No","Travel_Rarely",1323,"Research & Development",2,3,"Life Sciences",36,316,3,"Female",89,2,1,"Laboratory Technician",4,"Single",2474.39250205157,3300,7,"Y","No",15,3,2,NA,0,6,3,2,2,2,2,2
42,"No","Travel_Rarely",532,"Research & Development",4,2,"Technical Degree",1,319,3,"Male",58,3,5,"Manager",4,"Married",28233.1916265222,4933,NA,"Y","No",11,3,4,80,0,22,3,3,22,14,11,15
59,"No","Travel_Rarely",818,"Human Resources",6,2,"Medical",NA,321,2,"Male",52,3,1,"Human Resources",3,"Married",85363,25657,2,"Y","No",17,3,4,80,0,7,2,2,2,2,2,7
NA,"No","Travel_Rarely",854,"Sales",NA,4,"Medical",1,323,4,"Female",68,3,3,"Manager",4,"Divorced",31436.3380712823,24118,3,NA,"No",11,3,3,80,1,32,3,2,7,0,0,6
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",1,325,3,"Male",58,3,5,"Laboratory Technician",4,"Married",1739.56370115238,22149,5,"Y","Yes",13,3,3,80,1,23,2,NA,5,4,0,4
43,"No","Travel_Rarely",1034,"Sales",NA,3,"Marketing",1,NA,4,"Female",80,3,4,"Manager",4,"Married",10412.281811498,7744,5,"Y","Yes",14,4,3,80,1,22,3,3,17,13,1,0
33,"Yes","Travel_Rarely",465,"Research & Development",2,2,"Life Sciences",1,328,1,"Female",39,3,3,"Laboratory Technician",1,"Married",39177,21509,7,"Y","No",20,4,1,80,0,13,3,4,16,7,1,7
52,"No","Non-Travel",771,"Sales",15,4,"Life Sciences",1,329,1,"Male",79,2,4,"Manager",3,"Single",1145.33980386194,21030,1,"Y","Yes",NA,3,4,80,0,33,2,4,33,7,15,12
32,"No","Travel_Rarely",1401,"Sales",29,2,"Life Sciences",1,330,3,"Female",56,3,1,"Sales Representative",2,"Married",10634.1639017642,20990,2,"Y","No",11,3,1,80,1,10,5,3,4,3,1,2
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",1,331,4,"Male",62,2,1,"Laboratory Technician",3,"Single",3762.36781681547,9571,0,"Y","Yes",NA,3,4,80,0,NA,2,4,3,2,1,2
38,"No","Travel_Rarely",1431,"Research & Development",1,4,"Medical",1,332,4,"Female",96,3,1,"Laboratory Technician",3,"Divorced",2770.57650991178,15417,7,"Y","No",14,3,3,80,3,26,NA,3,3,2,1,2
32,"No","Non-Travel",NA,"Sales",NA,4,"Marketing",1,333,3,"Male",100,3,5,"Sales Executive",4,"Married",3118.13579398997,12069,0,"Y","No",25,3,3,80,NA,4,2,3,3,2,2,2
41,"No","Travel_Rarely",1411,"Research & Development",10,2,"Life Sciences",70,334,3,"Male",36,3,2,"Research Scientist",1,"Divorced",677.568283214292,19877,2,"Y","No",12,3,1,80,2,17,NA,2,37,0,0,0
40,"No","Travel_Rarely",1300,"Research & Development",24,2,"Technical Degree",1,335,1,"Male",62,4,2,"Research Scientist",4,NA,2972.45881582345,15983,1,"Y","No",17,3,1,80,2,9,3,3,9,8,4,7
57,"No","Travel_Rarely",252,"Research & Development",1,3,"Other",1,1680,3,"Male",70,4,5,"Manager",4,"Married",7489.10364349995,15970,0,"Y","No",11,4,3,80,1,25,2,3,24,0,NA,7
31,"No","Travel_Frequently",1327,"Research & Development",3,4,"Medical",1,337,2,"Male",73,3,3,"Research Director",3,"Divorced",37295.9168079492,13523,9,"Y","No",12,3,1,80,1,9,3,3,NA,2,2,2
33,"No","Travel_Rarely",832,"Research & Development",5,4,"Life Sciences",1,338,3,"Female",63,2,1,"Research Scientist",4,"Married",59549,14776,2,"Y","No",13,3,3,80,1,NA,0,2,2,2,0,2
20,"No","Travel_Rarely",470,"Research & Development",2,4,"Life Sciences",1,339,4,"Male",95,2,2,"Manufacturing Director",1,"Married",19649.9824405337,23687,6,NA,"No",22,3,2,80,1,13,3,3,11,9,5,9
